번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),판매점영업면적,,
14938,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320174950018087500014,20171227,,1,영업/정상,13,영업중,,,,,,,,전라남도 무안군 운남면 연리 408번지 13호 서울모터,"전라남도 무안군 운남면 운해로 585, 서울모터",58537,미니스톱 무안 운남점,2.01712E+13,I,2018/08/31 23:59,,139738.9682,162679.0065,3.3,,
14939,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320164800026087500028,20161110,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 목포시 양을로143번길 24, 1층 (연산동)",58634,미니스톱 목포연산점,2.01611E+13,I,2018/08/31 23:59,,143718.0429,146049.4506,3.3,,
14940,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320164800026087500031,20161118,,1,영업/정상,13,영업중,,,,,242-5182,,,,전라남도 목포시 삼학로 124 (산정동),58751,CU목포삼학도점,2.02111E+13,U,2021/11/20 2:40,,144783,143329,3.3,,
14941,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320164800026087500034,20161223,,1,영업/정상,13,영업중,,,,,612422807,,,,전라남도 목포시 자유로 53 (산정동),58732,GS25 산정사랑점,2.01612E+13,I,2018/08/31 23:59,,144609.4181,144074.6211,3.3,,
14942,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320174800026087500002,20170223,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 목포시 영산로 695, 102호 (석현동)",58607,씨유 목포환영점,2.01702E+13,I,2018/08/31 23:59,,146964.8084,147730.3832,3.3,,
14943,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320124840022087500002,20121108,,1,영업/정상,13,영업중,,,,,795-2503,,545880,전라남도 광양시 중동 1539번지 5호,전라남도 광양시 중마로 251 (중동),57779,GS25중마백운점,2.01307E+13,I,2018/08/31 23:59,,262908.2196,161174.451,105,,
14944,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320124840022087500005,20121108,,1,영업/정상,13,영업중,,,,,761-7890,,545802,전라남도 광양시 광양읍 덕례리 1736번지 8호,전라남도 광양시 광양읍 회암2길 32,57762,GS25광양오성,2.01307E+13,I,2018/08/31 23:59,,252628.0717,162986.2256,128,,
14945,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320124840022087500007,20121109,,1,영업/정상,13,영업중,,,,,,,545880,전라남도 광양시 중동 1386번지 1호,전라남도 광양시 중마로 183 (중동),57783,세븐일레븐 광양중마점,2.01307E+13,I,2018/08/31 23:59,,262857.0854,160471.1579,49.5,,
14946,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320124840022087500013,20121112,,1,영업/정상,13,영업중,,,,,792-5021,,545883,전라남도 광양시 태인동 303번지 6호,전라남도 광양시 백운1로 13 (태인동),57817,GS25 포스코태인점,2.01601E+13,I,2018/08/31 23:59,,268138.1948,159796.6009,132,,
14947,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320184950018087500002,20180504,,1,영업/정상,13,영업중,,,,,061-285-0646,,,,"전라남도 무안군 삼향읍 남악3로 39, 남악 펠리시티 1차 102동 108호",58567,(주)코리아세븐 무안펠리시티점,2.01805E+13,I,2018/08/31 23:59,,150496.9315,145749.5513,,,
14948,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320184950018087500004,20180629,,1,영업/정상,13,영업중,,,,,,,,전라남도 무안군 삼향읍 남악리 2101번지 회룡마을 주공아파트,"전라남도 무안군 삼향읍 남악2로74번길 42, 상가동 1층 101호 (회룡마을 주공아파트)",58566,미니스톱 남악회룡점,2.01807E+13,I,2018/08/31 23:59,,150383.4089,145988.0219,,,
14949,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320174820026087500007,20170227,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 연향동 1687번지 3호,"전라남도 순천시 팔마2길 50, 1층 (연향동)",58002,GS25연향타운점,2.01702E+13,I,2018/08/31 23:59,,247215.8949,159597.233,,,
14950,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320124950018087500013,20121112,,1,영업/정상,13,영업중,,,,,061-452-9381,,534803,전라남도 무안군 무안읍 성남리 88번지 1호,전라남도 무안군 무안읍 면성1길 113,58527,씨유 무안중앙점,2.01904E+13,U,2019/04/07 2:40,,151920.3007,165568.2964,,,
14951,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320174820026087500015,20170605,,1,영업/정상,13,영업중,,,,,061-724-3224,,,,전라남도 순천시 해룡면 매안로 66,58010,씨유 신대클래스점,2.01706E+13,I,2018/08/31 23:59,,250663.0824,159422.5902,,,
14952,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320174820026087500018,20170622,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 인제동 371번지 1호,"전라남도 순천시 장평로 65, 1층 (인제동)",57959,GS25순천인제점,2.01706E+13,I,2018/08/31 23:59,,245047.9079,160865.6374,,,
14953,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320174820026087500020,20170703,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 연향동 1369번지 10호,"전라남도 순천시 장자보1길 31, 1층 (연향동)",57979,(주)코리아세븐 순천연향지구점,2.01707E+13,I,2018/08/31 23:59,,247016.0266,160891.0265,,,
14954,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320174820026087500022,20170725,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 조례동 1096번지 1호,"전라남도 순천시 봉화2길 61, 1층 (조례동)",57950,CU순천조례사거리점,2.02104E+13,U,2021/04/03 2:40,,247206.2469,162238.4108,150.4,,
14955,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320174820026087500024,20170816,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 오천동 980번지 5호,"전라남도 순천시 오천3길 48, 103호 (오천동)",57999,GS25오천지구점,2.01708E+13,I,2018/08/31 23:59,,245203.2424,159292.556,,,
14956,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320174820026087500026,20170823,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 조곡동 335번지 9호,전라남도 순천시 봉화로 40 (조곡동),57943,세븐일레븐순천죽도봉점,2.01708E+13,I,2018/08/31 23:59,,245103.5629,162017.7147,,,
14957,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320164950018087500003,20160317,,1,영업/정상,13,영업중,,,,,061-453-2044,,,,전라남도 무안군 청계면 영산로 1693,58552,씨유무안청계점,2.01904E+13,U,2019/04/07 2:40,,,,3.3,,
14958,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500014,20180502,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 연향동 1589번지 2호,"전라남도 순천시 율산길 21, 1층 (연향동)",58003,CU연향2지구점,2.01805E+13,I,2018/08/31 23:59,,247877.6052,160431.8448,,,
14959,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500015,20180530,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 석현동 273번지 4호 니은원룸,전라남도 순천시 석현길 4 (석현동),57922,CU순천대청춘점,2.01805E+13,I,2018/08/31 23:59,,243645.1827,163688.8171,,,
14960,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500016,20180602,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 해룡면 상삼리 696번지 송촌파인힐아파트,"전라남도 순천시 해룡면 장선배기길 298, 상가동 (송촌파인힐아파트)",57985,GS25순천파인힐점,2.01806E+13,I,2018/08/31 23:59,,248331.9913,160715.3156,,,
14961,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500017,20180619,,1,영업/정상,13,영업중,,,,,061-726-0172,,,전라남도 순천시 조례동 1735번지 8호 조은빌,"전라남도 순천시 비봉길 11, 조은빌 1층 (조례동)",57933,GS25순천엔씨점,2.01806E+13,I,2018/08/31 23:59,,247470.1097,163696.3976,,,
14962,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500018,20180628,,1,영업/정상,13,영업중,,,,,061-755-7555,,,전라남도 순천시 용당동 433번지 마트마이어,"전라남도 순천시 삼산로 92-55, 1층 (용당동)",57935,씨유순천용당피오레점,2.01806E+13,I,2018/08/31 23:59,,245090.2559,163686.5288,,,
14963,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500019,20180703,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 영동 46번지 농협목우촌,전라남도 순천시 호남길 81 (영동),57941,GS25순천영동점,2.01807E+13,I,2018/08/31 23:59,,243907.4744,161702.2656,,,
14964,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500020,20180705,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 남정동 61번지 2호 성남반점,"전라남도 순천시 우석로 141, 1층 101~102호 (남정동)",57958,CU순천성남점,2.01807E+13,I,2018/08/31 23:59,,244523.3656,160394.3443,,,
14965,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500021,20180720,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 조곡동 118번지 8호 아남,"전라남도 순천시 이수로 131, 1층 (조곡동)",57954,GS25순천이수점,2.01807E+13,I,2018/08/31 23:59,,245645.8288,161173.7194,,,
14966,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320184820026087500022,20180724,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 매곡동 407번지 매곡아파트,"전라남도 순천시 북정3길 28, 상가동 101,104~105호 (매곡동, 매곡아파트)",57940,지에스(GS)25순천매곡점,2.01807E+13,I,2018/08/31 23:59,,243887.6235,163119.7944,,,
14967,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320134800026087500001,20121112,,1,영업/정상,13,영업중,,,,,061-278-8422,,,,전라남도 목포시 산정로 60 (산정동),58732,세븐일레븐 산정점,2.01309E+13,I,2018/08/31 23:59,,144412.8463,144092.94,109,,
14968,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320134800026087500004,20130507,,1,영업/정상,13,영업중,,,,,061-285-0712,,,,전라남도 목포시 섶나루길 122 (상동),58660,세븐일레븐 메디타워점,2.01307E+13,I,2018/08/31 23:59,,146756.7517,145926.0367,,,
14969,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320164820026087500019,20160729,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 풍덕동 862번지 13호,전라남도 순천시 하풍동길 36 (풍덕동),57993,씨유순천풍덕원룸점,2.01607E+13,I,2018/08/31 23:59,,246073.4765,160287.2335,,,
14970,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320164820026087500020,20160829,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 조례동 1594 워터피아,"전라남도 순천시 장선배기1길 20, 1층 108호 (조례동)",57968,씨유순천에코점,2.02109E+13,U,2021/09/04 2:40,,247659.9674,161796.2749,0,,
14971,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320164820026087500021,20160906,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 해룡면 신대리 2039번지 중흥에스클래스2단지아파트상가 230동 106호,"전라남도 순천시 해룡면 신대로 66, 230동 1층 106호 (중흥에스-클래스2단지아파트상가)",58017,GS25신대중흥점,2.01612E+13,I,2018/08/31 23:59,,250113.8213,159081.1376,3.3,,
14972,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320134800026087500023,20131202,,1,영업/정상,13,영업중,,,,,,,530822,전라남도 목포시 상동 851번지,전라남도 목포시 비파로 123 (상동),58661,미니스톱하당타운점,2.01312E+13,I,2018/08/31 23:59,,147084.2705,145706.7587,66,,
14973,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320134800026087500024,20131203,,1,영업/정상,13,영업중,,,,,,,530840,전라남도 목포시 용해동 239번지 10호,전라남도 목포시 이로로 6 (용해동),58701,세븐일레븐 목포용해 이로점,2.01907E+13,U,2019/07/05 2:40,,145530.0947,145332.6089,,,
14974,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320124830021087500007,20121109,,1,영업/정상,13,영업중,,,,,061-332-3474,,,,전라남도 나주시 남평읍 남평2로 50-1,58227,GS25 나주남평점,2.01701E+13,I,2018/08/31 23:59,,185527.8048,171990.1452,,,
14975,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320124830021087500010,20121113,,1,영업/정상,13,영업중,,,,,061-331-5386,,,,전라남도 나주시 남평읍 남평1로 24-1,58227,CU남평 중앙점,2.01506E+13,I,2018/08/31 23:59,,185364.3352,171972.9793,,,
14976,안전상비의약품 판매업소,01_01_05_P,4860000,PHMH320154860017087500002,20150514,,1,영업/정상,13,영업중,,,,,061-363-1175,,516804,전라남도 곡성군 곡성읍 읍내리 327번지 3호,전라남도 곡성군 곡성읍 군청로 24-0,57536,세븐일레븐 곡성읍내점,2.01505E+13,I,2018/08/31 23:59,,226581.9363,197942.2008,7.2,,
14977,안전상비의약품 판매업소,01_01_05_P,4860000,PHMH320174860017087500001,20170117,,1,영업/정상,13,영업중,,,,,061 362 1144,,57542,,전라남도 곡성군 곡성읍 곡성로 853,57542,웰빙마트편의점,2.01701E+13,I,2018/08/31 23:59,,226896.3689,197882.2155,,,
14978,안전상비의약품 판매업소,01_01_05_P,4860000,PHMH320174860017087500002,20170427,,1,영업/정상,13,영업중,,,,,,,,,전라남도 곡성군 오곡면 섬진강로 1045,57531,씨유 곡성압록점,2.01704E+13,I,2018/08/31 23:59,,234091.5006,188419.0313,3,,
14979,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320164820026087500026,20161014,,1,영업/정상,13,영업중,,,,,061-755-8119,,,전라남도 순천시 조례동 1344번지 5호,전라남도 순천시 이수로 281 (조례동),57951,이마트24R순천조례주공점,2.02008E+13,U,2020/08/14 2:40,,246979.9253,161602.8903,3.3,,
14980,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320164820026087500027,20201014,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 해룡면 신대리 2003번지,"전라남도 순천시 해룡면 신대로 97, 530동 107호 (중흥에스-클래스5단지아파트)",58014,미니스톱순천신대점,2.0201E+13,U,2020/10/16 2:40,,249878.3545,159449.3549,,,
14981,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320164820026087500028,20161115,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 서면 1089번지,"전라남도 순천시 서면 강청길 82, 113동 1층 101호 (순천라송센트럴카운티)",57926,(주)코이라세븐 순천서면라송점,2.01611E+13,I,2018/08/31 23:59,,245541.7277,165306.2086,3.3,,
14982,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320164820026087500029,20161201,,1,영업/정상,13,영업중,,,,,061-721-7141,,,전라남도 순천시 조례동 1622번지 10호,"전라남도 순천시 장선배기길 114, 1층 (조례동)",57974,CU금당중앙점,2.01612E+13,I,2018/08/31 23:59,,248285.94,161604.7829,,,
14983,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320164820026087500031,20161214,,1,영업/정상,13,영업중,,,,,061-741-9193,,,전라남도 순천시 오천동 959번지 1호,"전라남도 순천시 오천6길 6, 1층 103,104호 (오천동)",57999,CU순천오천점,2.01612E+13,I,2018/08/31 23:59,,245092.8698,159664.5273,3.3,,
14984,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320174820026087500001,20170104,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 연향동 1506번지 7호,"전라남도 순천시 기적의도서관2길 36, 1층 (연향동)",57987,지에스(GS)25연향대주점,2.01701E+13,I,2018/08/31 23:59,,248056.495,160809.13,,,
14985,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320174820026087500003,20170124,,1,영업/정상,13,영업중,,,,,,,,,전라남도 순천시 해룡면 송산2길 89,58013,씨유신대월드점,2.01701E+13,I,2018/08/31 23:59,,250057.3473,158909.1054,,,
14986,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320174820026087500005,20170131,,1,영업/정상,13,영업중,,,,,,,,,전라남도 순천시 해룡면 매안2길 16-4,58016,세븐일레븐 순천신대지구점,2.02206E+13,U,2022/06/16 2:40,,250409,158960,0,,
14987,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320144950018087500001,20140219,,1,영업/정상,13,영업중,,,,,061-452-8708,,,,전라남도 무안군 무안읍 만창길 15-9,58531,GS25 초당대점,2.01402E+13,I,2018/08/31 23:59,,151640.1914,164823.8348,94.62,,
14988,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320164810029087500010,20160530,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 여수시 예울마루로 32, 상가동 103호 (웅천동, 웅천지웰1차상가)",59691,GS25 웅천지웰점,2.01605E+13,I,2018/08/31 23:59,,261493.7826,139035.6394,3.3,,
14989,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320154950018087500013,20150831,,1,영업/정상,13,영업중,,,,,061-281-9625,,,전라남도 무안군 삼향읍 남악리 2160번지 비치프라자 상가동 102호,전라남도 무안군 삼향읍 대죽서로15번길 32,58567,(주)코리아세븐 무안비치프라자점,2.01508E+13,I,2018/08/31 23:59,,150633.0163,146073.0725,49.5,,
14990,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320154950018087500014,20150903,,1,영업/정상,13,영업중,,,,,061-281-4388,,,,"전라남도 무안군 삼향읍 남악3로82번가길 37, 에드가5차상가동 119호 (남악 도휘에드가 5차 오피스텔)",58567,(주)코리아세븐 무안에드가점,2.01904E+13,U,2019/04/07 2:40,,,,49.5,,
14991,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320154950018087500015,20150911,,1,영업/정상,13,영업중,,,,,061-281-2642,,,,"전라남도 무안군 삼향읍 남악3로82번가길 45, 1층 117,118호 (남악 도휘에드가 6차 오피스텔)",58567,(주)코리아세븐 무안에드가2호점,2.01509E+13,I,2018/08/31 23:59,,,,49.5,,
14992,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320174800026087500029,20171121,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 용해동 982번지 3호,"전라남도 목포시 포미로10번길 16, 1층 (용해동)",58613,세븐일레븐목포용해점,2.01711E+13,I,2018/08/31 23:59,,144944.925,146591.7205,3.3,,
