fid,field_1,Unnamed: 0,약국명_y,주소_y,전화번호,좌표정보(X),좌표정보(Y),월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,시도명,시군구명,읍면명,회관명,소재지,Latitude,Longitude,규모(제곱미터),데이터기준일자,마을회관명,소재지도로명주소,회원수,대표자,대지면적,건축면적,경로당명,주소,연락처,연번,명칭,관장,시설소재지,시설설치일,위탁 또는 운영단체,보건소명,일반전화,팩스,우편번호,도로명주소,위치,시군명,기관장,기관명,소재지 (도로명 주소),진료과목,진료시간,비고,layer,path,ringId,distance,NUMPOINTS
"945",,,,,,,,,,,,,,,,전라남도,담양군,금성면,외추 마을회관,전라남도 금성면 외추리 144-5,35.3203401,127.0315828,70.78,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"946",,,,,,,,,,,,,,,,전라남도,담양군,금성면,노천동 마을회관,전라남도 금성면 외추리 191,35.3153833,127.0294249,67.5,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"947",,,,,,,,,,,,,,,,전라남도,담양군,금성면,가라실 마을회관,전라남도 금성면 봉황1리 284,35.3433824,127.0255134,69.36,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,1
"948",,,,,,,,,,,,,,,,전라남도,담양군,용면,두장 마을회관,전라남도 용면 두장1리 381-5,35.355744,126.990065,115.95,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,6
"949",,,,,,,,,,,,,,,,전라남도,담양군,용면,장찬 마을회관,전라남도 용면 두장2리 817-3,35.3551633,126.9930828,71.6,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,6
"950",,,,,,,,,,,,,,,,전라남도,담양군,용면,서평 마을회관,전라남도 용면 두장2리 929-6,35.3551633,126.9930828,89.73,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,6
"951",,,,,,,,,,,,,,,,전라남도,담양군,용면,박곡 마을회관,전라남도 용면 통천1리 84,35.353263,126.977982,79.32,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"952",,,,,,,,,,,,,,,,전라남도,담양군,용면,매월 마을회관,전라남도 용면 통천2리 290-2,35.353263,126.977982,159.88,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"953",,,,,,,,,,,,,,,,전라남도,담양군,용면,통천 마을회관,전라남도 용면 통천3리 668-1,35.353263,126.977982,86.7,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"954",,,,,,,,,,,,,,,,전라남도,담양군,용면,추성 마을회관,전라남도 용면 추성리 586,35.3658275,126.9885295,66.6,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
"955",,,,,,,,,,,,,,,,전라남도,담양군,용면,와산 마을회관,전라남도 용면 추성2리 81-2,35.366943,126.993821,60,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
"956",,,,,,,,,,,,,,,,전라남도,담양군,용면,신흥 마을회관,전라남도 용면 추성3리 445-19,35.366943,126.993821,50,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
"957",,,,,,,,,,,,,,,,전라남도,담양군,용면,태월 마을회관,전라남도 용면 쌍태리 222,35.381129,126.9693367,90.36,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,4
"958",,,,,,,,,,,,,,,,전라남도,담양군,용면,상월 마을회관,전라남도 용면 쌍태리 425-11,35.3869587,126.966666,74.8,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
"959",,,,,,,,,,,,,,,,전라남도,담양군,용면,도림 마을회관,전라남도 용면 도림리 259,35.3819256,126.9962915,77.26,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"960",,,,,,,,,,,,,,,,전라남도,담양군,용면,월계 마을회관,전라남도 용면 월계리 243,35.4056687,126.9942886,78.82,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"961",,,,,,,,,,,,,,,,전라남도,담양군,용면,분통 마을회관,전라남도 용면 용연1리 232,35.3649462,126.9875112,92.4,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,2
"962",,,,,,,,,,,,,,,,전라남도,담양군,용면,용평 마을회관,전라남도 용면 용연2리 681,35.4234058,127.0279111,54.2,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,4
"963",,,,,,,,,,,,,,,,전라남도,담양군,용면,용동 마을회관,전라남도 용면 용연3리 72-10,35.4234058,127.0279111,79.09,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,4
"964",,,,,,,,,,,,,,,,전라남도,담양군,용면,용치 마을회관,전라남도 용면 용연1리 30-3,35.4234058,127.0279111,255.79,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,4
"965",,,,,,,,,,,,,,,,전라남도,담양군,월산면,월산 마을회관,전라남도 월산면 월산1리 715-3,35.353463,126.958099,79.3,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,1
"966",,,,,,,,,,,,,,,,전라남도,담양군,월산면,장재 마을회관,전라남도 월산면 월산2리 146-4,35.353463,126.958099,67.59,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,1
"967",,,,,,,,,,,,,,,,전라남도,담양군,월산면,동산 마을회관,전라남도 월산면 월산3리 624-1,35.353463,126.958099,100.46,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,1
"968",,,,,,,,,,,,,,,,전라남도,담양군,월산면,도개 마을회관,전라남도 월산면 월산4리 494-3,35.353463,126.958099,218.88,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,1
"969",,,,,,,,,,,,,,,,전라남도,담양군,월산면,월평 마을회관,전라남도 월산면 월평1리 556-1,35.350883,126.948538,140.4,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,1
