,약국명_y,주소_y,전화번호,좌표정보(X),좌표정보(Y),월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영
676,조은약국,전라남도 영광군 영광읍 옥당로 155,061-351-0142,126.5007935,35.2758302,07:50~17:00,07:50~17:00,07:50~17:00,07:50~17:00,07:50~17:00,07:50~13:00,-,-
677,조은약국,전라남도 나주시 나주로 83-15 (송월동),061-332-7585,126.7152918,35.0259274,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~15:00,-,08:00~16:30
678,조은약국,"전라남도 광양시 광양읍 신재로 18, 1층 (광양읍)",061-761-3226,127.5894963,34.9727511,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~13:00,-,08:00~13:00
679,조은약국,전라남도 장흥군 회진면 가학회진로 1609,061-867-8813,126.939985,34.4837044,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
680,조은약국,전라남도 보성군 보성읍 현충로 92-13,061-853-3322,127.0825621,34.7677428,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
681,조은약국,전라남도 장성군 삼계면 사창로 63 (삼계면),061-394-8840,126.6647552,35.2590598,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
682,조은약국,전라남도 순천시 우명길 35 (연향동),061-745-9633,127.5128734,34.9483114,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
683,조은약국,"전라남도 무안군 일로읍 일로로 78-2,",061-283-8770,126.494704,34.8490657,06:50~17:30,06:50~17:30,06:50~17:30,06:50~17:30,06:50~17:30,06:50~12:30,-,-
684,조은약국,"전라남도 화순군 화순읍 충의로 107,",061-379-6635,,,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~17:00,-,-
685,조은약국,전라남도 목포시 포미로 10 (용해동) 14,061-272-9970,126.3988876,34.8166556,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,-,-
686,조은약국,전라남도 영암군 중앙로 34 (영암읍),061-472-0144,126.6986368,34.8002009,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,08:00~12:30,-,-
687,조은약국,전라남도 영광군 영광읍 옥당로 155 (영광읍),061-351-0142,126.5007935,35.2758302,07:50~17:00,07:50~17:00,07:50~17:00,07:50~17:00,07:50~17:00,07:50~13:00,-,-
688,조제약국,"전라남도 해남군 북평면 달량진길 59,",061-534-7728,126.6279938,34.4043489,06:10~17:00,06:10~17:00,06:10~17:00,06:10~17:00,06:10~17:00,06:10~12:30,-,-
689,조제약국,"전라남도 목포시 호남로58번길 28, (창평동)",061-244-4431,126.3840859,34.7920442,08:00~12:00,08:00~12:00,08:00~12:00,08:00~12:00,08:00~12:00,08:00~12:00,-,-
690,종로약국,"전라남도 순천시 우석2길 55, 1층 (장천동)",061-743-3004,127.4906276,34.9456759,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~12:00,-,-
691,종로약국,전라남도 무안군 무안읍 공항로 8,061-453-8005,,,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
692,종로약국,전라남도 목포시 고하대로 730,061-276-7879,126.3762232,34.8107701,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~18:00,-,-
693,종로약국,전라남도 나주시 예향로 3873-2 (영산동),061-332-4004,126.7132867,34.9998687,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
694,종로프라자약국,"전라남도 목포시 영산로 515, (상동)",061-279-2400,126.4177009,34.8116504,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,-,-
695,종약국,전라남도 화순군 화순읍 자치샘로 36,061-375-3375,126.9848259,35.0617254,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~14:00,-,-
696,종합약국,"전라남도 무안군 삼향읍 남악로162번길 80, 1층",061-284-2021,,,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,-
697,좌수영약국,전라남도 여수시 여서1로 73 (여서동),061-653-8881,127.7051751,34.7534434,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:00,10:00~21:00,09:00~21:00
698,준약국,"전라남도 영광군 홍농읍 상하길 55,",061-356-3193,126.4462984,35.3952664,08:00~20:30,08:00~20:30,08:00~20:30,08:00~20:30,08:00~20:30,08:00~17:00,-,-
699,중동프라자약국,"전라남도 광양시 중마중앙로 87-1, 1층 101호 (중동)",061-791-5607,127.6977559,34.9381599,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-,-
700,중마대형약국,"전라남도 광양시 광장로 147, 1층 (중동)",061-793-6030,127.6948417,34.9371327,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~18:00,-,-
701,중마약국,"전라남도 광양시 중마중앙로 83, (중동)",061-793-5607,127.6977322,34.9376961,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-
702,중앙승주약국,"전라남도 순천시 장명로 7, 1층 (장천동)",061-745-1022,127.4847004,34.9512314,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-
703,중앙약국,"전라남도 장흥군 장흥읍 중앙로 23, 중앙약국",061-864-8875,126.907992,34.6780812,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~14:00,-,-
704,중앙약국,"전라남도 나주시 나주로 201, 1층 (성북동)",061-333-1185,126.7214548,35.0346209,08:30~18:30,08:30~18:30,08:30~13:00,08:30~18:30,08:30~18:30,08:30~13:30,08:30~15:30,-
705,중앙약국,"전라남도 고흥군 고흥읍 학교길 66,",061-832-2166,,,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~13:00,-
706,중앙약국,전라남도 무안군 해제면 봉대로 31,061-452-6107,126.2940658,35.1130871,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,11:00~20:00,09:00~20:00
707,중앙약국,전라남도 순천시 중앙로 82,061-744-0894,127.4841212,34.9528297,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,-,-
708,중앙약국,"전라남도 함평군 함평읍 중앙길 115,",061-322-2611,126.5211529,35.064666,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-
709,중앙약국,전라남도 장성군 영천로 128 (장성읍),061-393-6600,126.7813619,35.2969736,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
710,지도중앙약국,전라남도 신안군 지도읍 봉리길 16-1 (지도읍),061-275-0107,126.2113431,35.0605919,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,07:30~21:00,08:00~20:00,08:00~20:00
711,지도행복약국,전라남도 신안군 지도읍 봉리길 3,061-275-6300,126.2104262,35.0596505,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~17:00,08:00~15:00,-
712,지리산약국,전라남도 나주시 나주로 205 (성북동),061-332-7512,126.7214851,35.0349286,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
713,지성약국,"전라남도 목포시 옥암로 129, (상동)",061-984-0196,126.4244207,34.8100242,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~13:30,-,09:00~13:30
714,진고개약국,전라남도 목포시 석현로 18-2,061-285-5655,126.4231891,34.8160145,08:30~18:00,08:30~18:00,08:30~18:00,08:00~18:00,08:00~18:00,08:00~18:00,-,-
715,진도건강약국,전라남도 진도군 진도읍 남문길 12-1 (진도읍),061-543-0079,126.2640896,34.4791208,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,09:00~13:00,-,-
716,진도종로약국,전라남도 진도군 진도읍 남문길 34,061-544-1318,126.2639301,34.4812222,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,08:30~14:00,-,-
717,진도터미널약국,전라남도 진도군 진도읍 남문길 5,061-544-7541,126.2635548,34.4786652,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
718,진약국,전라남도 화순군 화순읍 자치샘로 23 (화순읍),061-374-2393,126.9839203,35.0624703,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~17:00,09:30~14:00,08:30~16:00
719,진원약국,전라남도 장성군 진원면 노사로 502,061-394-5421,126.833615,35.2725455,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
720,참사랑약국,"전라남도 영광군 영광읍 신남로 187,",061-352-3386,126.502437,35.2762265,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
721,참사랑약국,"전라남도 여수시 여서로 173, 참조은소아과 (여서동)",061-652-8520,127.7006514,34.7488484,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,09:00~13:00,-
722,참사랑약국,전라남도 고흥군 고흥읍 터미널길 14 (고흥읍),061-835-2991,127.2815083,34.6064288,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-
723,참약국,"전라남도 담양군 담양읍 객사2길 10,",061-383-2332,126.9827062,35.3224876,09:00~17:30,09:00~17:30,09:00~13:00,09:00~17:30,09:00~17:30,09:00~13:00,-,-
724,참조은약국,전라남도 구례군 구례읍 로터리길 11,061-782-1600,127.4666949,35.2089751,07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,07:30~16:00,-,-
725,참조은약국,"전라남도 순천시 해룡면 장선배기길 256, 1층",061-725-9666,127.5303915,34.9479166,08:50~19:00,08:50~19:00,08:50~19:00,08:50~19:00,08:50~19:00,08:50~13:00,-,-
726,참조은약국,"전라남도 무안군 삼향읍 대죽동로 30, 1층 (삼향읍)",061-283-0223,126.4644406,34.8111948,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,09:00~17:00,09:00~17:00,09:00~17:00
727,참조은약국,전라남도 목포시 상리로1번길 14 (상동),061-276-1233,126.4150108,34.8125599,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,09:00~13:00,-
728,참좋은한약국,전라남도 고흥군 고흥읍 여산당촌길 12-1,061-833-8585,,,00:00~00:00,00:00~00:00,00:00~00:00,00:00~00:00,00:00~00:00,-,-,-
729,창성약국,"전라남도 여수시 시청로 21, (학동)",061-691-5249,127.6625004,34.7636221,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-
730,창평미소약국,전라남도 담양군 창평면 의병로 126-1,061-381-5669,127.0147659,35.2374488,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,-,-
731,창평약국,"전라남도 담양군 창평면 의병로 137,",061-382-8181,127.0155426,35.2382963,08:00~17:30,08:00~17:30,08:00~17:30,08:00~12:30,08:00~17:30,08:00~12:30,-,-
732,창평종로약국,전라남도 담양군 창평면 의병로 131-1,061-381-5245,127.0149722,35.2380225,07:45~17:20,07:45~17:20,07:45~17:20,07:45~17:20,07:45~17:20,07:45~13:00,-,-
733,척척약국,"전라남도 순천시 팔마로 205, 엠제이빌딩 107호 (덕암동)",061-742-2261,127.5093028,34.9414039,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-
734,천일약국,"전라남도 영광군 법성면 진굴비길 49,",061-356-2066,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,-
735,천일온누리약국,전라남도 광양시 중마중앙로 79 (중동),061-792-4441,127.6977316,34.9372841,09:00~18:30,09:00~18:30,09:00~18:30,14:00~18:30,09:00~18:30,09:00~13:00,-,-
736,천지약국,전라남도 함평군 함평읍 서부길 94-6,061-323-7557,126.5198526,35.062063,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~15:30,-,-
737,천지약국,전라남도 목포시 수강로12번길 12-3 (행복동1가),061-242-0755,126.386374,34.786663,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~17:00,-,-
738,청계약국,전라남도 무안군 청계면 청계중앙길 3-1,061-452-4825,126.4295116,34.9099119,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
739,청솔약국,전라남도 여수시 돌산읍 강남동로 39-1,061-644-0788,127.7555019,34.7186602,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
740,청해약국,전라남도 완도군 노화읍 이포길 27-1,061-552-0775,126.573382,34.1762697,07:30~21:00,07:30~21:00,07:30~21:00,07:30~21:00,07:30~21:00,07:30~16:00,-,-
741,초당약국,전라남도 목포시 영산로 251 (용당동),061-279-7770,126.3936315,34.8033501,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,07:00~19:30,09:00~15:00,-
742,초원약국,전라남도 여수시 신월로 676 (국동),061-643-1858,127.7179422,34.731254,08:50~20:00,08:50~20:00,08:50~20:00,08:50~20:00,08:50~20:00,08:30~16:00,-,-
743,친절한김약국,"전라남도 순천시 삼산로 61, 1층 5호 (용당동)",061-753-8662,127.4903078,34.9722606,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
744,친절한약국,전라남도 여수시 신월로 810 (서교동),061-643-8575,127.7273032,34.7399945,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~13:00,-,-
745,칠성약국,전라남도 무안군 무안읍 무안로 497,061-454-7117,126.4780892,34.9879006,07:30~18:30,07:30~18:30,07:30~18:30,07:30~18:30,07:30~18:30,07:30~15:00,-,07:30~15:00
746,코끼리약국,"전라남도 여수시 새터로 55, 1층 (신기동)",061-685-5040,127.6740059,34.7610027,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~13:00,-,-
747,코아약국,"전라남도 영암군 시종면 마한로 1270,",061-473-8914,126.6093173,34.8680022,08:00~16:30,08:00~16:30,08:00~16:30,08:00~16:30,08:00~16:30,08:00~13:00,-,-
748,큰녹십자약국,전라남도 순천시 중앙로 8-1 (장천동),061-742-6010,127.4876765,34.9476455,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
749,큰사랑약국,전라남도 여수시 좌수영로 43,061-642-0033,127.7281077,34.7442474,08:30~18:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:30,-,-
750,큰사랑약국,"전라남도 광양시 금영로 149, (광영동)",061-792-2005,127.7194229,34.9640102,09:00~12:30,09:00~12:30,09:00~12:30,09:00~12:30,09:00~12:30,-,10:00~13:00,-
751,큰승주약국,"전라남도 순천시 중앙로 104, (남내동)",061-752-6262,127.4842083,34.9547788,08:20~21:00,08:20~21:00,08:20~19:00,08:20~21:00,08:20~21:00,08:20~21:00,-,08:20~21:00
752,큰종로약국,"전라남도 고흥군 고흥읍 여산당촌길 11,",061-835-0048,127.2819115,34.6074215,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,09:00~20:00,09:00~20:00,-
753,키다리약국,"전라남도 순천시 해룡면 매안로 145, 101B호 (해룡면)",061-724-1144,,,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-
754,태성약국,"전라남도 담양군 담양읍 죽향대로 1201, 태성약국",061-383-5596,126.9821475,35.3130062,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-
755,태신약국,"전라남도 여수시 좌수영로 5, (서교동)",061-642-8484,127.7275595,34.7409586,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:30,-,-
756,태양약국,전라남도 목포시 옥암로 187,061-285-5665,126.4213109,34.8147091,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,08:30~13:00,-,-
757,태원약국,전라남도 담양군 대전면 추성1로 198,061-382-5316,126.8879412,35.2766941,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~15:00,-,-
758,태인약국,전라남도 광양시 백운1로 153 (태인동),061-792-7162,127.757906,34.9427058,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,-,-,-
759,태평양약국,전라남도 해남군 화산면 해남화산로 1069,061-532-1121,126.5153288,34.4908179,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
760,태평양약국,전라남도 함평군 나산면 나산길 64,061-324-1448,126.6109218,35.1124034,08:00~16:30,08:00~16:30,08:00~16:30,08:00~16:30,08:00~16:30,08:00~12:30,-,-
761,태평양약국,전라남도 여수시 여서1로 61,061-651-3201,127.7040451,34.7528279,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
762,태평양약국,전라남도 순천시 유동1길 10 (조례동),061-726-2525,,,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~15:00,-,-
763,태평양약국,전라남도 나주시 나주로 197 1층 (중앙동),061-332-7577,126.7214644,35.0342586,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
764,터미널약국,전라남도 담양군 담양읍 지침3길 8-1,061-381-0414,126.9843143,35.3154186,07:40~18:00,07:40~18:00,07:40~18:00,07:40~18:00,07:40~18:00,07:40~13:00,-,-
765,터미널약국,전라남도 완도군 고금동로 24 (고금면),061-555-1221,126.8024933,34.3964143,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,08:00~12:30,-,-
766,터미널종로약국,전라남도 장성군 장성읍 영천로 125-1,061-395-1175,126.7808884,35.2968064,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-
767,튼튼비타민약국,전라남도 목포시 청호로 153 (산정동),061-272-0058,126.3748653,34.804744,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,09:00~20:00,-,-
768,튼튼약국,"전라남도 영광군 영광읍 신남로 180, 107호 (영광읍)",061-945-9827,,,08:00~18:00,08:00~19:00,08:00~18:00,08:00~18:00,08:00~19:00,08:00~13:00,-,-
769,튼튼약국,"전라남도 순천시 이수로 319, 1층 (조례동)",061-721-7573,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
770,튼튼약국,전라남도 목포시 산정로 146,061-276-0966,126.3930511,34.8015696,09:30~13:00,09:30~13:00,09:30~13:00,09:30~13:00,09:30~13:00,09:30~13:00,-,-
771,파랑새약국,전라남도 여수시 동문로 60 (관문동),061-662-0009,127.7409158,34.7421923,08:30~20:20,08:30~20:20,08:30~18:30,08:30~20:20,08:30~20:20,08:30~12:30,-,-
772,파마코약국,전라남도 목포시 죽산로40번길 7 (산정동),061-277-0011,126.3761408,34.810574,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,-,-,-
773,팔마약국,"전라남도 광양시 광양읍 신재로 48,",061-762-3288,127.5892724,34.9754619,08:40~18:00,08:40~18:00,08:40~18:00,08:40~18:00,08:40~18:00,08:40~12:30,09:00~13:00,-
774,편안한약국,"전라남도 여수시 망마로 40, 1층 1호 (학동)",061-692-6267,,,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00
775,편안한김약국,전라남도 순천시 순광로 199 (조례동),061-722-1230,127.5403127,34.9632786,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~13:30,-,-
776,편한약국,전라남도 순천시 중앙로 68,061-746-4800,127.4840527,34.9515675,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~15:00,-,09:00~13:00
777,평화약국,전라남도 고흥군 도양읍 녹동남문길 8-23 (도양읍),061-843-1110,127.1349972,34.5278964,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,08:00~14:00,-,-
778,평화약국,전라남도 함평군 함평읍 광남길 90,061-323-3653,126.5205947,35.0634792,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~14:00,-,-
779,평화약국,"전라남도 목포시 노적봉길 2, (명륜동)",061-242-3338,126.3853934,34.7902393,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,10:00~20:00,-
780,평화약국,전라남도 여수시 신월로 758 (봉산동),061-643-3349,127.7227343,34.7373226,08:20~18:20,08:20~18:20,08:20~18:20,08:20~18:20,08:20~18:20,08:20~13:00,-,08:10~13:20
781,포두약국,전라남도 고흥군 포두면 우주로 587,061-834-7575,127.3398319,34.5721124,08:00~12:30,08:00~12:30,08:00~12:30,08:00~12:30,08:00~12:30,08:00~12:30,-,-
782,포미약국,전라남도 목포시 용해지구로 12 (용해동),061-273-1100,126.398106,34.8174244,08:30~19:50,08:30~19:50,08:30~19:50,08:30~19:50,08:30~19:50,08:30~13:00,-,08:30~12:00
783,푸른숲약국,"전라남도 여수시 둔덕2길 6-3, 1층 (미평동)",061-654-5557,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
784,푸른약국,전라남도 영암군 영암읍 동문로 8,061-471-7070,126.7027441,34.7967603,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,-
785,푸른약국,전라남도 여수시 망마로 42,061-684-6118,127.6673308,34.7591575,09:00~18:40,09:00~18:40,09:00~18:40,09:00~18:40,09:00~18:40,09:00~13:20,-,-
786,푸른약국,"전라남도 장흥군 장흥읍 중앙로 15,",061-864-4111,126.9086346,34.6774411,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,08:00~16:00,-,-
787,푸른약국,"전라남도 고흥군 고흥읍 여산당촌길 7,",061-832-8008,127.2822474,34.607435,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,-,-
788,플러스약국,전라남도 목포시 용해지구로 11 (용해동),061-279-1412,126.3981273,34.8169719,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~17:00,-,-
789,플러스약국,전라남도 강진군 강진읍 평동2길 30,061-433-4242,126.7680499,34.6380201,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~15:00,-,08:30~15:00
790,플러스조은약국,전라남도 순천시 신월큰길 7 (조례동) 가동1층,061-727-6900,127.520347,34.960469,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,10:00~16:00,10:00~18:00
791,하나로약국,전라남도 목포시 원산중앙로 46 (산정동),061-274-8780,126.3770762,34.8091154,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~18:00,-,-
792,하나로약국,전라남도 함평군 함평읍 내바람길 42 1층,061-322-0789,126.521241,35.0629547,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
793,하나로약국,전라남도 담양군 담양읍 추성로 1303,061-381-7588,126.9806453,35.3198162,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
794,하나로약국,"전라남도 장흥군 장흥읍 동교1길 33,",061-863-1588,126.9089428,34.6778895,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~22:00,-
795,하나로약국,"전라남도 화순군 화순읍 칠충로 121, 1층 103호 (화순읍)",061-371-0777,126.98256,35.0597114,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~17:00,-,-
796,하나로약국,전라남도 완도군 완도읍 청해진동로 66,061-554-2526,126.7359414,34.3176619,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:30~20:30,08:00~20:00
797,하나로약국,"전라남도 순천시 연향중앙상가길 29, (연향동)",061-723-0313,127.5201407,34.9510509,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~22:00,09:00~22:00
798,하나로약국,전라남도 광양시 중마중앙로 75 (중동),061-793-0076,127.6977335,34.9369676,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~12:40,-,-
799,하나로약국,전라남도 나주시 봉황면 봉황로 759,061-331-0032,126.7849204,34.9582964,08:00~16:30,08:00~16:30,08:00~16:30,08:00~16:30,08:00~16:30,08:00~12:30,-,-
800,하나로약국,전라남도 해남군 해남읍 교육청길 43 (해남읍),061-536-7700,126.6084773,34.5676372,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-
801,하나로약국,전라남도 강진군 칠량면 칠량로 71,061-434-8278,126.7990358,34.572536,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,-,-,-
802,하나약국,"전라남도 목포시 청호로 8, (호남동)",061-243-5355,126.3865346,34.7961828,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-
803,하나약국,전라남도 보성군 벌교읍 홍암로 80 (벌교읍),061-857-6076,127.3512985,34.8469209,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,08:00~20:00
804,하나약국,전라남도 무안군 일로읍 일로로 69-1,061-282-0236,126.494975,34.8506237,08:20~17:40,08:20~17:40,08:20~17:40,08:20~17:40,08:20~17:40,08:20~12:40,-,-
805,하나약국,전라남도 광양시 진상면 학연로 10,061-772-1989,127.7194046,35.0191321,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,-,-
806,하나약국,전라남도 영광군 영광읍 옥당로 170,061-351-7722,126.5008625,35.277225,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,-,-
807,하늘빛약국,"전라남도 순천시 조례1길 10-27, 1층 (조례동)",061-726-0895,,,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~16:30,-,-
808,하당금호약국,전라남도 목포시 백년대로 295 (상동),061-284-6000,126.4199762,34.8039716,08:30~19:50,08:30~19:50,08:30~19:50,08:30~19:50,08:30~19:50,08:30~15:50,-,09:00~12:30
809,하당약국,"전라남도 목포시 신흥로 28, (상동)",061-284-3200,126.4244727,34.8023921,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-
810,하영약국,전라남도 순천시 기적의도서관1길 3,061-727-9966,127.524175,34.9549263,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:30,-,-
