,NO,약국명,대표전화,주소,월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,lat,lng
1449,1450,스타시티약국,02-447-7439,"서울특별시 광진구 아차산로 290, (자양동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.5383717900908,127.075114011539
1450,1451,스타빌약국,02-904-1592,"서울특별시 도봉구 노해로63길 84-9, 창동 SR스타빌 3층 302호 (창동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-,37.6525366988117,127.047268829188
1451,1452,상도온누리약국,02-812-1322,서울특별시 동작구 상도로 297 (상도1동),09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~19:00,-,11:00~18:00,37.5013510868165,126.949597763441
1452,1453,상도약국,02-2292-5485,"서울특별시 성동구 행당로17길 32, 누보빌딩 105호 (행당동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~19:00,-,-,37.5611049829427,127.032627176876
1453,1454,슈퍼빌온누리약국,02-521-2468,서울특별시 서초구 서초중앙로 15,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~13:30,-,-,37.4830108887405,127.015641614311
1454,1455,상도시장약국,02-813-2149,서울특별시 동작구 상도로22길 46 (상도동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5014079688054,126.937072250609
1455,1456,쉐르빌대학약국,02-447-9830,서울특별시 광진구 구의강변로 106,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,37.53985699394,127.09489656845
1456,1457,숭인약국,02-988-7196,"서울특별시 강북구 도봉로 59, 1층 (미아동)",08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,11:00~21:00,11:00~21:00,37.6142282907429,127.029674064367
1457,1458,상계하나로약국,02-951-2188,서울특별시 노원구 한글비석로48길 13 (상계동),09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~13:00,-,09:00~22:00,37.6648938118103,127.067044286637
1458,1459,숭인다모아약국,02-765-5885-6,"서울특별시 종로구 지봉로8길 54, (숭인동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5767367517758,127.015732631084
1459,1460,상계종로약국,02-934-7358,"서울특별시 노원구 한글비석로 363, 1층 (중계동)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~19:00,-,10:00~18:00,37.6579556061095,127.07443818816
1460,1461,숭실길약국,02-2088-3043,"서울특별시 동작구 상도로67길 31, 1층 (상도동)",09:30~21:30,09:30~21:30,09:30~21:30,09:30~21:30,09:30~21:30,11:00~21:30,12:00~21:00,10:30~23:00,37.495025036791,126.956405826345
1461,1462,순환약국,02-885-0703,"서울특별시 관악구 호암로22길 60, (신림동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~13:00,-,-,37.4685423934803,126.936163594635
1462,1463,숙명온누리약국,02-717-6415,"서울특별시 용산구 청파로47길 66, (청파동2가)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~19:00,-,-,37.545067501628,126.966770459878
1463,1464,수플러스온누리약국,02-353-4531,"서울특별시 은평구 연서로 146, (대조동)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~17:30,-,-,37.6118256229728,126.917712097114
1464,1465,상계사랑약국,02-939-5999,"서울특별시 노원구 한글비석로 383, 삼창타워프라자 1층 62,63,64,79,80,81호 (중계동)",08:40~20:00,08:40~20:00,08:40~20:00,08:40~20:00,08:40~20:00,08:40~15:00,-,-,37.6591119674807,127.073074956682
1465,1466,수종로약국,02-981-8151,"서울특별시 강북구 도봉로 61, 1층 (미아동)",10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~14:00,-,-,37.6146452571892,127.029718062843
1466,1467,수정프라자약국,02-2677-3621,"서울특별시 영등포구 양평로22길 7, (양평동5가)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,37.5385059154312,126.894150522524
1467,1468,수정온누리약국,02-977-4887,"서울특별시 중랑구 동일로 933, 1층 (묵동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,37.6137342537603,127.076566670532
1468,1469,상계동문약국,02-951-8572,"서울특별시 노원구 동일로 1352, 1층 (상계동, 형인빌딩)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~15:00,-,-,37.6494044777358,127.062302373264
1469,1470,수정약국,02-2613-5195,"서울특별시 구로구 경인로 319, 대림프라자 1층 101호 (개봉동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,37.4975993752858,126.855601090574
1470,1471,수정약국,02-2678-2358,서울특별시 영등포구 영등포로36길 16,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,37.5187874692848,126.903363444349
1471,1472,상계누리약국,02-3391-8744,서울특별시 노원구 동일로 1678 (상계동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,37.6780947400484,127.055706735633
1472,1473,수정약국,02-2296-7851,서울특별시 성동구 독서당로 297-2 (금호동3가),09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,-,-,-,37.5483669253429,127.022254567221
1473,1474,상계1번약국,02-938-1082,"서울특별시 노원구 한글비석로20길 23-1, 1층 (중계동)",10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:59,10:00~23:59,10:00~23:00,37.6603143936643,127.073836481929
1474,1475,수정약국,02-2279-3525,"서울특별시 중구 장충단로 195, 1, 지하1층 (쌍림동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:30,-,-,,
1475,1476,삼흥약국,02-432-2624,"서울특별시 중랑구 망우로 463, 1층 103호 (망우동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~14:00,-,-,37.6006610422709,127.103637419702
1476,1477,수유온누리약국,02-996-9777,서울특별시 강북구 도봉로 324 (번동),08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~20:30,10:00~15:00,-,37.636791553989,127.024872687413
1477,1478,수유상록수약국,02-900-7722,"서울특별시 강북구 도봉로 328, 301호 (번동, 가든타워빌딩)",09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,-,-,37.6371277340534,127.025191277715
1478,1479,수연약국,02-777-1578,서울특별시 중구 서소문로 138,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,-,-,37.5636533291181,126.976301955674
1479,1480,수약국,02-891-9991,"서울특별시 금천구 시흥대로 201, 삼성홈플러스 지하1층 (시흥동)",10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,37.4519047763825,126.900794781433
1480,1481,수약국,02-376-6710,서울특별시 서대문구 수색로 48 (남가좌동),10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,37.5703970583853,126.913601142508
1481,1482,수약국,02-778-5985,서울특별시 종로구 종로 33,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:30,-,-,37.5709617749066,126.981437983842
1482,1483,삼화온누리약국,02-982-0955,서울특별시 강북구 도봉로 196,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~16:30,-,-,37.6261436910197,127.026574236378
1483,1484,수약국,02-3421-1459,"서울특별시 중랑구 신내로 82, 금강프라자 1층 108호 (신내동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~16:00,09:00~12:00,-,37.6066828647187,127.095563510586
1484,1485,삼화약국,02-803-4167,서울특별시 금천구 은행나무로 12-1,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:30,37.450097036857,126.904023956218
1485,1486,수약국,02-3478-2929,"서울특별시 서초구 동작대로 134, 5층 (방배동,가나안빌딩)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:00,-,-,37.4886078228202,126.982780084312
1486,1487,삼호약국,02-977-2254,서울특별시 노원구 마들로 111,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~15:00,-,-,37.6238343591525,127.064778103315
1487,1488,삼호성심약국,02-979-3649,"서울특별시 노원구 마들로 111, 308호(월계동,삼호에이상가)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,08:30~19:00,08:30~12:00,-,37.6238343591525,127.064778103315
1488,1489,수암약국,02-586-8574,"서울특별시 서초구 명달로9길 4, (방배동)",07:30~21:00,07:30~21:00,07:30~21:00,07:30~21:00,07:30~21:00,07:30~18:00,-,-,37.48213155232,127.004513236266
1489,1490,삼층약국,02-915-0022,"서울특별시 성북구 동소문로 248, 102동 314-1호 (길음동, 삼부아파트)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,09:00~12:00,37.6034678685904,127.024555597427
1490,1491,수서역정민아약국,02-3412-7655,"서울특별시 강남구 광평로56길 8-13, 1층 101호 (수서동, 수서타워)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~19:00,-,-,37.4867575979651,127.103173559444
1491,1492,수산약국,02-832-2994,"서울특별시 영등포구 대림로34길 12, (대림동)",09:30~22:00,09:30~22:00,09:30~22:00,09:30~22:00,09:30~22:00,09:30~22:00,08:00~12:00,-,37.4987103002126,126.899692262217
1492,1493,수명산약국,02-2667-6363,"서울특별시 강서구 수명로 68-11 107호 (내발산동, 발산타워)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.5522964793753,126.826550185758
1493,1494,삼천약국,02-988-8020,서울특별시 강북구 삼양로 293 (수유동),10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,09:00~21:00,13:00~20:00,-,37.6297231733686,127.017700580857
1494,1495,수락프라자약국,02-935-7523,서울특별시 노원구 동일로 1669 (상계동),09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,09:00~22:00,37.6774584894731,127.054894046823
1495,1496,수도약국,02-537-7577,"서울특별시 서초구 동광로 65, (방배동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4927301963872,126.989685077776
1496,1497,송파하나약국,070-8226-3999,"서울특별시 송파구 마천로41길 1, 1층 (마천동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.497401391458,127.147777073785
1497,1498,송파프라자약국,02-425-0539,"서울특별시 송파구 가락로 112, 내경빌딩 (석촌동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~17:00,-,-,37.5012719988373,127.108509506025
1498,1499,소망약국,02-555-6806,"서울특별시 강남구 테헤란로87길 13, 1층 (삼성동, 서영빌딩)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:30,-,-,37.5086333777282,127.058591804414
1499,1500,송파태양약국,02-424-3641,서울특별시 송파구 백제고분로48길 22 (방이동),12:00~20:00,12:00~20:00,12:00~20:00,12:00~20:00,12:00~20:00,09:00~21:00,12:00~20:00,-,37.51089698633,127.11553567087
1500,1501,송파그랜드약국,02-426-0610,"서울특별시 송파구 문정로4길 14, 동산빌딩 1층 (문정동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,12:00~22:00,12:00~22:00,37.4849908540459,127.12598509748
1501,1502,송원온누리약국,02-915-3500,"서울특별시 성북구 종암로 132, 201호 (종암동, 종암우림카이저팰리스)",09:00~18:40,09:00~18:40,09:00~18:40,09:00~18:40,09:00~18:40,09:00~16:00,-,-,37.6019197443065,127.03351787574
1502,1503,삼정약국,02-712-4941,"서울특별시 용산구 원효로19길 72-1, 1층 (원효로3가)",08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:00~22:00,15:00~21:00,-,37.533487419061,126.955835623757
1503,1504,삼정바로약국,02-736-3385,서울특별시 종로구 새문안로 27,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,09:00~13:00,-,-,37.5678765778706,126.968282538067
1504,1505,삼일약국,02-945-3132,서울특별시 강북구 삼양로 241,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:40~22:00,-,37.6251165581629,127.018036153352
1505,1506,삼일약국,02-2234-3529,"서울특별시 성동구 장터길 49, (금호동3가)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~21:30,-,37.5484317779326,127.02138391231
1506,1507,송&김약국,02-848-6596,"서울특별시 영등포구 도신로 88, (신길동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,37.5068482438587,126.902130892298
1507,1508,삼익약국,02-963-5490,"서울특별시 동대문구 회기로29길 35, 1층 (휘경동)",09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,14:00~22:30,-,-,37.5917283319164,127.057998011367
1508,1509,솔약국,070-7122-0075,"서울특별시 강동구 진황도로 85 (길동) 강동큐브2차105,106호",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,09:00~21:00,11:30~20:00,-,37.5366245950933,127.136132976612
1509,1510,삼원약국,02-421-0793,"서울특별시 송파구 올림픽로37길 130, 파크리오 A동 317호 (신천동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,37.5208819816451,127.104421421949
1510,1511,솔약국,02-3662-8899,"서울특별시 강서구 양천로 564, 등촌동두산위브센티움 131호 (등촌동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,37.5570868295233,126.861331339109
1511,1512,삼원약국,02-941-8550,"서울특별시 성북구 종암로 120 (종암동, 금강빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~17:00,-,-,37.6010215520111,127.034438699327
1512,1513,솔약국,02-372-3775,서울특별시 서대문구 수색로 32,09:15~20:00,09:15~18:00,09:15~20:00,09:15~18:00,09:15~20:00,09:15~16:00,-,-,37.5694956315367,126.915117519587
1513,1514,삼양약국,02-989-9088,"서울특별시 강북구 솔매로 80, 1층 (미아동)",08:10~18:30,08:10~18:30,08:10~18:30,08:10~18:30,08:10~18:30,08:10~13:00,-,-,37.6248455781013,127.021075802843
1514,1515,솔약국,02-6369-5203,"서울특별시 중구 퇴계로 447, 108,109호 (황학동, 황학 아크로타워)",08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~14:30,-,-,,
1515,1516,소원약국,02-3291-1905,"서울특별시 성북구 개운사길 2, 1층 (안암동5가)",08:20~19:00,08:20~19:00,08:20~19:00,08:20~19:00,08:20~19:00,08:20~15:00,-,-,37.5865079188189,127.029475337356
1516,1517,소백약국,02-400-8805,"서울특별시 송파구 양산로 12, 세신거여훼미리타운 1층 107호 (거여동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,37.489911262721,127.143590440057
1517,1518,삼성엠(M)약국,02-967-3375,서울특별시 동대문구 왕산로 247-1 (청량리동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,37.5834249035109,127.04898605372
1518,1519,삼성약국,02-464-4827,"서울특별시 성동구 성덕정17길 1, 1층 (성수동2가)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~15:00,-,-,37.537424648762,127.055211342021
1519,1520,소망온누리약국,02-543-1287,서울특별시 강남구 학동로 315,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,37.516333864208,127.037673270875
1520,1521,삼성약국,02-929-3069,"서울특별시 성북구 동소문로 190, 103호 (돈암동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,09:00~13:00,09:00~13:00,37.598892224526,127.02208944395
1521,1522,소망약국,02-2253-2355,서울특별시 중구 퇴계로88길 42,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~14:00,-,-,37.5637843451805,127.020249196215
1522,1523,소망약국,02-434-6002,"서울특별시 중랑구 봉화산로 105, 1층(상봉동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,-,37.6027284348432,127.085936598264
1523,1524,삼성수약국,02-555-5505,"서울특별시 강남구 삼성로96길 11, 1층 (삼성동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,-,37.5089551867803,127.056808306719
1524,1525,소망약국,02-845-4054,"서울특별시 영등포구 영신로19길 23, (영등포동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~21:00,-,-,37.5135543074277,126.905423478547
1525,1526,소망약국,02-795-5582,"서울특별시 용산구 이촌로 264, 106호(이촌동,삼익상가)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:30,-,-,37.5190291185881,126.976133728575
1526,1527,삼성수약국,02-2152-7577,"서울특별시 송파구 올림픽로35길 123, 2층 203호 (신천동, 향군타워 2층 203호)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,09:00~14:00,-,-,37.5165777895252,127.101225932288
1527,1528,소라약국,02-469-5566,"서울특별시 광진구 면목로 117, 1층 102호 (중곡동, 바론채)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,09:30~13:00,-,37.5640684989952,127.080089783997
1528,1529,소나무약국,02-572-6409,서울특별시 강남구 개포로 220,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-,37.4785413102826,127.046797570716
1529,1530,센느약국,02-540-0994,"서울특별시 강남구 강남대로 516, 101호 (논현동)",10:30~21:00,10:30~21:00,10:30~21:00,10:30~21:00,10:30~21:00,10:30~17:00,-,-,37.508269022981,127.023138087086
1530,1531,세화약국,02-3478-9656,"서울특별시 서초구 신반포로 100, 406호 (반포동, 래미안퍼스티지신반포역상가)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,09:00~13:00,-,-,37.5030849342672,126.995693596225
1531,1532,삼성건강약국,02-517-3520,서울특별시 강남구 선릉로 670 (삼성동),08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,-,-,-,37.5166981999012,127.041781105166
1532,1533,세코아약국,02-552-6861,서울특별시 강남구 논현로 703,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,37.5143893218095,127.030125279565
1533,1534,세종약국,02-861-5803,서울특별시 관악구 난곡로 181,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,09:00~15:00,-,-,37.4713097420544,126.919603680139
1534,1535,삼성강남약국,02-6959-0293,"서울특별시 강남구 일원로 95, 107호 (일원동)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,09:00~13:00,-,-,37.4857363331786,127.083524202025
1535,1536,세종약국,02-3210-2292,"서울특별시 종로구 세종대로23길 54, 세종빌딩 지하1층 130호 (당주동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:30,-,-,37.5718394925759,126.973284555591
1536,1537,삼남매약국,02-3775-1333,"서울특별시 영등포구 여의대방로 417, 대교상가 1층 110호 (여의도동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,15:00~20:00,-,37.5210607930819,126.934312555699
1537,1538,세영약국,02-856-2609,서울특별시 관악구 남부순환로 1479 (신림동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,37.4821799493692,126.914940860142
1538,1539,세연약국,02-364-6141,서울특별시 서대문구 연세로 50,08:45~18:20,08:45~18:20,08:45~18:20,08:45~18:20,08:45~18:20,08:45~14:00,-,-,37.5638064365127,126.942930940634
1539,1540,산호약국,02-2298-5414,"서울특별시 성동구 왕십리로 328-1, 산호약국 1층 (도선동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,10:00~18:00,-,37.5627530359422,127.033449840725
